Quicksort, 1.139266, 0.011906, 0.002053, 0.002874, 0.003284, 0.004516, 0.004926, 0.008211, 0.006568, 0.012727
QuickInsertSort, 1.851974, 0.001231, 0.001231, 0.004516, 0.001643, 0.002053, 0.002053, 0.002464, 0.002463, 0.002874
